hall_id,building_id,floor_no,room_no,occupancy,room_type,floor_plan,price,type,name,number of students,number of floors,average room size,contract type,is_aircooled,has_vending_machine,has_wifi_in_building,has_laundry,has_main_lounge,has_floor_lounge,has_tv_in_building,has_recreational_activities,has_communal_bathrooms,has_closet_space,has_desk,has_chair,has_microfridge,has_curtains,has_tv_in_room,has_wifi_in_room,has_carpeted_flooring,has_wardrobe,has_twin_bed_mattress,has_hardwood_flooring,has_accessibility_ramps,has_private_bathroom
CS,,Floor 1,3106,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3201,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3202,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3203,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3204,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3205,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3206,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3207,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 2,3208,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3301,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3302,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3303,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3304,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3305,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3306,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3307,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 3,3308,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3401,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3402,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3403,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3404,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3405,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3406,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3407,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CS,,Floor 4,3408,6,3 bedrooms,Traditional Double,"8,652",Suite,Crosby Suites,180,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
JS,,Floor 1,4101,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 1,4102,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 1,4103,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 1,4104,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 1,4105,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 1,4106,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4201,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4202,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4203,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4204,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4205,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4206,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4207,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 2,4208,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4301,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4302,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4303,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4304,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4305,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4306,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4307,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 3,4308,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4401,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4402,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4403,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4404,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4405,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4406,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4407,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
JS,,Floor 4,4408,6,3 bedrooms,Traditional Double,"8,652",Suite,Judson Suites,177,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MH,,Floor 1,101,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,102,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,103,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,104,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,105,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,106,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,107,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,108,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,109,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,110,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,111,1,1 bedroom,Traditional Single,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,112,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,113,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,114,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,115,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,116,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,117,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 1,118,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,201,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,202,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,203,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,204,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,205,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,206,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,207,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,208,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,209,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,210,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,211,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,212,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,213,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,214,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,215,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,216,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,217,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,218,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,219,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,220,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,221,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,222,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,223,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,224,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,225,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,226,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,227,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,228,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,229,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,230,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,231,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,232,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 2,233,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,301,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,302,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,303,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,304,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,305,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MH,,Floor 3,306,2,1 bedroom,Traditional Double,"8,416",Traditional Residence Hall,Mattia Hall,221,4,18 x 12,Undergraduate Academic Year (Two Semesters),1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
